nome_x,nome_regiao,quantidade_nascimentos_ate_2010,genero
Inaldo,Nordeste,4776,masculino
Inalva,Nordeste,90,feminino
Inamar,Sudeste,19,provavelmente_feminino
Inamara,Sudeste,11,feminino
Inani,Sudeste,12,desconhecido
Inar,Sudeste,36,feminino
Inara,Sudeste,1577,feminino
Inarai,Sudeste,14,feminino
Inarcia,Nordeste,11,feminino
Inaria,Sudeste,13,feminino
Inasio,Sudeste,12,masculino
Inaura,Sudeste,72,feminino
Inaya,Sudeste,34,feminino
Inayara,Sudeste,24,feminino
Inaye,Sudeste,11,feminino
Incarnacao,Sudeste,10,desconhecido
Incrid,Sudeste,11,feminino
Indaia,Sudeste,125,feminino
Indaiara,Sudeste,55,feminino
Indalecio,Sudeste,67,masculino
Indara,Sudeste,22,feminino
India,Sudeste,32,feminino
Indiamara,Sul,282,feminino
Indiana,Sudeste,148,feminino
Indianara,Sul,2094,feminino
Indiane,Nordeste,36,feminino
Indiara,Sudeste,685,feminino
Indio,Sul,40,masculino
Indira,Nordeste,458,feminino
Indolacao,Sudeste,827,provavelmente_masculino
Indra,Norte,28,feminino
Indrid,Sudeste,64,feminino
Ine,Sudeste,19,feminino
Inea,Sudeste,10,desconhecido
Inedina,Sudeste,10,feminino
Ineia,Sudeste,16,feminino
Ineida,Sudeste,48,feminino
Ineide,Sudeste,110,feminino
Ineis,Sudeste,93,feminino
Inelde,Sul,10,feminino
Inelve,Sul,21,feminino
Ines,Sudeste,31267,feminino
Inesia,Sudeste,12,feminino
Inete,Sul,15,feminino
Inez,Sudeste,1470,feminino
Inezita,Sudeste,10,feminino
Infancia,Sudeste,14,feminino
Inga,Sul,13,feminino
Inge,Sul,67,feminino
Ingeborg,Sul,63,feminino
Ingeburg,Sul,14,feminino
Ingelore,Sul,119,feminino
Ingid,Sudeste,15,feminino
Ingled,Sudeste,31,feminino
Ingleson,Norte,11,masculino
Inglid,Sudeste,134,feminino
Inglide,Norte,25,feminino
Inglidi,Sudeste,17,feminino
Ingo,Sul,1003,masculino
Ingobert,Sul,15,masculino
Ingoberto,Sul,24,masculino
Ingomar,Sul,270,masculino
Ingra,Sudeste,70,feminino
Ingracia,Sudeste,34,feminino
Ingrd,Sudeste,38,feminino
Ingred,Sudeste,2845,feminino
Ingrede,Nordeste,561,feminino
Ingredi,Sudeste,1162,feminino
Ingredy,Sudeste,63,feminino
Ingri,Sudeste,15,feminino
Ingrid,Sudeste,49813,feminino
Ingride,Nordeste,4697,Indefinido
Ingrides,Nordeste,11,feminino
Ingridi,Sudeste,3703,feminino
Ingridy,Sudeste,331,feminino
Ingrind,Sudeste,142,feminino
Ingrinde,Norte,11,feminino
Ingrindi,Sudeste,12,feminino
Ingrit,Sul,61,feminino
Ingrite,Sudeste,16,feminino
Ingrith,Sudeste,10,feminino
Ingriti,Sudeste,10,feminino
Ingryd,Sudeste,226,feminino
Ingrydi,Sudeste,14,feminino
Ini,Sul,12,feminino
Inicius,Sudeste,23,masculino
Inilda,Sul,14,feminino
Inildo,Sudeste,10,masculino
Inima,Sudeste,11,desconhecido
Inimar,Sudeste,22,masculino
Inis,Sudeste,24,feminino
Inivaldo,Sudeste,16,masculino
Inocencia,Sudeste,160,feminino
Inocencio,Sudeste,207,masculino
Inoque,Sudeste,11,masculino
Inrid,Sudeste,24,feminino
Io,Sudeste,14,desconhecido
Ioana,Sudeste,11,feminino
Ioannis,Sudeste,15,desconhecido
Iochico,Sudeste,11,desconhecido
Ioco,Sudeste,11,desconhecido
Iodete,Sudeste,71,feminino
Iogo,Sudeste,11,masculino
Iogor,Sudeste,11,masculino
Iohan,Sudeste,12,masculino
Iohana,Nordeste,120,feminino
Iohanna,Nordeste,18,feminino
Ioko,Sudeste,36,feminino
Iola,Sudeste,12,desconhecido
Iolana,Sudeste,10,feminino
Iolanda,Sudeste,20571,feminino
Iolando,Sudeste,108,masculino
Iolane,Norte,43,feminino
Iole,Sudeste,121,feminino
Iolene,Norte,126,feminino
Iolete,Nordeste,156,feminino
Ioli,Sudeste,31,feminino
Iolina,Sudeste,26,feminino
Iolinda,Sudeste,24,feminino
Iolita,Sul,90,feminino
Iomar,Nordeste,184,provavelmente_masculino
Iomara,Nordeste,26,feminino
Ion,Sudeste,12,masculino
Iona,Sudeste,271,feminino
Ionaldo,Nordeste,163,masculino
Ionar,Nordeste,79,feminino
Ionara,Nordeste,1262,feminino
Ione,Sudeste,10686,feminino
Ionei,Nordeste,12,masculino
Ioneida,Nordeste,11,feminino
Ioneide,Nordeste,294,feminino
Iones,Sudeste,32,provavelmente_feminino
Ionete,Nordeste,177,feminino
Ioni,Sudeste,212,feminino
Ionice,Sudeste,1043,feminino
Ionilda,Sudeste,13,feminino
Ionilde,Sudeste,12,feminino
Ionildes,Nordeste,18,feminino
Ionildo,Sudeste,19,masculino
Ionne,Sudeste,10,feminino
Ioran,Norte,12,masculino
Iorana,Nordeste,58,feminino
Iori,Sudeste,13,masculino
Iorides,Sudeste,13,feminino
Iorrana,Nordeste,85,feminino
Iorrane,Centro-Oeste,12,feminino
Iose,Sudeste,19,masculino
Ioshi,Sudeste,12,desconhecido
Ioshico,Sudeste,15,desconhecido
Ioshie,Sudeste,11,desconhecido
Ioshiko,Sudeste,19,feminino
Ioshio,Sudeste,18,masculino
Iovane,Nordeste,10,desconhecido
Ipojucan,Sudeste,18,masculino
Ipolito,Sudeste,22,masculino
Ir,Sul,83,feminino
Ira,Sudeste,201,ambos
Irace,Nordeste,36,feminino
Iraceli,Nordeste,23,feminino
Iracelia,Nordeste,97,feminino
Iracelis,Sudeste,17,feminino
Iracelma,Norte,37,feminino
Iracely,Nordeste,11,feminino
Iracema,Sudeste,30921,feminino
Iracena,Sudeste,25,Indefinido
Iracene,Sudeste,14,feminino
Iraci,Sudeste,30980,feminino
Iraciara,Nordeste,31,feminino
Iracilda,Sudeste,1561,feminino
Iracilde,Sudeste,20,feminino
Iracildes,Nordeste,24,feminino
Iracildo,Norte,80,masculino
Iracilene,Nordeste,23,feminino
Iracina,Centro-Oeste,13,feminino
Iracir,Nordeste,807,feminino
Iractan,Nordeste,40,masculino
Iracy,Sudeste,1610,feminino
Irade,Norte,10,feminino
Iradi,Sul,56,provavelmente_feminino
Iradir,Sudeste,26,feminino
Irae,Sudeste,17,feminino
Irael,Sudeste,48,masculino
Iraelson,Norte,23,masculino
Iraelza,Nordeste,11,desconhecido
Iraene,Centro-Oeste,11,feminino
Irai,Sudeste,310,ambos
Iraide,Sudeste,195,feminino
Iraides,Sudeste,799,feminino
Irailda,Nordeste,159,feminino
Irailde,Nordeste,517,feminino
Iraildes,Nordeste,2962,feminino
Iraildo,Nordeste,127,masculino
Irailma,Sudeste,15,feminino
Irailson,Norte,44,masculino
Irailton,Norte,140,masculino
Iraima,Sudeste,12,feminino
Irair,Sudeste,61,ambos
Iraiude,Sudeste,11,feminino
Iraiudes,Sudeste,15,feminino
Iraja,Sul,169,masculino
Irajane,Nordeste,16,feminino
Irakitan,Nordeste,14,masculino
Iralda,Sudeste,12,feminino
Iraldes,Nordeste,13,feminino
Iraldo,Sudeste,67,masculino
Iralva,Nordeste,14,feminino
Iram,Sudeste,90,masculino
Irama,Sudeste,14,ambos
Iramaia,Nordeste,173,feminino
Iramar,Nordeste,484,provavelmente_masculino
Iramara,Sudeste,14,feminino
Irami,Sudeste,50,provavelmente_feminino
Iramildes,Sudeste,11,feminino
Iramir,Nordeste,49,provavelmente_feminino
Iran,Nordeste,3676,masculino
Iranaldo,Nordeste,22,masculino
Irandi,Nordeste,227,ambos
Irandir,Nordeste,364,provavelmente_masculino
Irane,Sudeste,25,feminino
Iranei,Nordeste,15,ambos
Iraneide,Nordeste,2637,feminino
Iranete,Nordeste,468,feminino
Irani,Sudeste,17095,feminino
Iranice,Nordeste,300,feminino
Iranide,Sudeste,14,feminino
Iranides,Sudeste,11,feminino
Iranil,Centro-Oeste,27,ambos
Iranilce,Norte,47,feminino
Iranilda,Nordeste,1018,feminino
Iranilde,Nordeste,1559,feminino
Iranildes,Nordeste,548,feminino
Iranildo,Nordeste,4009,masculino
Iranilma,Nordeste,10,feminino
Iranilson,Nordeste,519,masculino
Iranilton,Nordeste,46,masculino
Iranilza,Sudeste,19,feminino
Iranir,Nordeste,796,feminino
Iranise,Nordeste,17,feminino
Irany,Sudeste,534,feminino
Irapua,Sudeste,126,masculino
Irapuam,Sudeste,17,masculino
Irapuan,Nordeste,245,masculino
Iraquitam,Nordeste,18,masculino
Iraquitan,Nordeste,298,masculino
Irasema,Sudeste,61,feminino
Irasi,Sudeste,41,feminino
Irasilda,Sudeste,13,feminino
Iratan,Sudeste,11,masculino
Irati,Sudeste,13,desconhecido
Iray,Sudeste,13,desconhecido
Irazina,Sudeste,11,desconhecido
Irce,Sudeste,10,feminino
Irece,Sudeste,51,feminino
Irecema,Sudeste,25,feminino
Ireci,Sudeste,12,feminino
Irelda,Nordeste,25,feminino
Irema,Sul,25,feminino
Iremar,Nordeste,313,masculino
Irena,Sul,1004,feminino
Irenaldo,Nordeste,193,masculino
Irene,Sudeste,59305,feminino
Ireneide,Sudeste,13,feminino
Ireneu,Sudeste,103,masculino
Ireni,Sudeste,1773,feminino
Irenia,Nordeste,14,feminino
Irenice,Sudeste,493,feminino
Irenil,Sudeste,10,desconhecido
Irenilce,Nordeste,11,feminino
Irenilda,Nordeste,681,feminino
Irenilde,Nordeste,398,feminino
Irenildes,Nordeste,199,feminino
Irenildo,Nordeste,157,masculino
Irenilson,Nordeste,39,masculino
Irenio,Nordeste,425,masculino
Irenir,Sudeste,39,feminino
Irenita,Sudeste,54,feminino
Ireno,Sul,281,masculino
Ireny,Sudeste,69,feminino
Ires,Sudeste,832,feminino
Ireuda,Nordeste,64,feminino
Irgo,Sudeste,22,masculino
Irgor,Sudeste,13,masculino
Iria,Sul,4220,feminino
Irian,Sudeste,62,feminino
Iriana,Sudeste,33,feminino
Iriane,Norte,60,feminino
Iricelia,Norte,11,feminino
Iride,Sudeste,39,feminino
Irilene,Nordeste,13,feminino
Irimar,Sudeste,33,provavelmente_masculino
Irina,Sudeste,184,feminino
Irinalda,Centro-Oeste,12,feminino
Irinaldo,Nordeste,235,masculino
Irinalva,Sudeste,30,feminino
Irine,Sudeste,34,feminino
Irinea,Sudeste,187,feminino
Irinei,Sudeste,11,masculino
Irineia,Sudeste,1246,feminino
Irineide,Nordeste,209,feminino
Irinel,Sudeste,108,masculino
Irinelda,Nordeste,12,feminino
Irineo,Sudeste,47,masculino
Irines,Sudeste,12,feminino
Irinete,Sudeste,130,feminino
Irineu,Sudeste,10609,masculino
Irineuda,Nordeste,37,feminino
Irineudo,Nordeste,16,masculino
Irio,Sul,586,masculino
Iris,Sudeste,18015,feminino
Irisdalva,Nordeste,44,feminino
Irislandia,Nordeste,18,feminino
Irislane,Nordeste,42,feminino
Irislania,Nordeste,11,feminino
Irislene,Nordeste,231,feminino
Irisma,Nordeste,33,feminino
Irismar,Nordeste,2757,provavelmente_feminino
Irisnalda,Nordeste,13,feminino
Irisneide,Nordeste,81,feminino
Irisnete,Nordeste,35,feminino
Irisvaldo,Nordeste,130,masculino
Irisvan,Nordeste,60,Indefinido
Irisvanda,Nordeste,18,feminino
Irisvania,Nordeste,30,feminino
Irivaldo,Sudeste,27,masculino
Irivan,Sudeste,22,masculino
Iriz,Sudeste,11,feminino
Irla,Nordeste,627,feminino
Irlaine,Sudeste,43,feminino
Irlan,Nordeste,785,masculino
Irlana,Nordeste,172,feminino
Irlanda,Norte,140,feminino
Irlande,Nordeste,10,provavelmente_feminino
Irlandia,Nordeste,101,feminino
Irlando,Nordeste,38,masculino
Irlane,Nordeste,441,feminino
Irlaneide,Sudeste,11,feminino
Irlani,Nordeste,11,feminino
Irlania,Nordeste,47,feminino
Irlano,Nordeste,10,desconhecido
Irlei,Sudeste,93,ambos
Irleide,Nordeste,52,feminino
Irlen,Norte,25,feminino
Irlene,Nordeste,344,feminino
Irlete,Sudeste,11,feminino
Irley,Norte,38,provavelmente_masculino
Irlon,Norte,10,masculino
Irma,Sul,8444,feminino
Irmao,Sudeste,18,masculino
Irmgard,Sul,189,feminino
Irmo,Sudeste,23,masculino
Irna,Norte,34,feminino
Irnaldo,Sudeste,14,masculino
Irno,Sul,73,masculino
Iro,Sudeste,18,masculino
Irom,Centro-Oeste,14,masculino
Iromar,Sudeste,48,masculino
Iron,Centro-Oeste,522,masculino
Ironaldo,Sudeste,41,masculino
Irondi,Sul,10,masculino
Irondina,Sul,126,feminino
Irone,Sudeste,39,provavelmente_feminino
Ironei,Sul,30,masculino
Ironeide,Sudeste,47,feminino
Ironete,Sudeste,43,feminino
Ironi,Sul,790,provavelmente_feminino
Ironice,Sudeste,16,feminino
Ironides,Centro-Oeste,21,ambos
Ironilda,Sudeste,16,feminino
Ironilde,Sudeste,10,feminino
Ironildes,Nordeste,43,feminino
Ironildo,Nordeste,79,masculino
Ironita,Sul,75,feminino
Iroshi,Sudeste,10,desconhecido
Irson,Sudeste,11,masculino
Irton,Sudeste,14,masculino
Irval,Norte,10,desconhecido
Irvando,Sudeste,11,masculino
Irvin,Sudeste,17,masculino
Irving,Sudeste,52,masculino
Irwin,Sudeste,21,masculino
Irwing,Sudeste,28,masculino
Irys,Sudeste,28,feminino
Isa,Sudeste,3934,feminino
Isaac,Sudeste,9056,masculino
Isaack,Sudeste,10,masculino
Isaak,Sudeste,39,masculino
Isaaque,Sudeste,49,masculino
Isabe,Sudeste,25,feminino
Isabea,Sudeste,19,feminino
Isabeka,Sudeste,12,feminino
Isabel,Sudeste,111727,feminino
Isabela,Sudeste,127602,feminino
Isabele,Sudeste,28603,feminino
Isabeli,Sudeste,9289,feminino
Isabelino,Centro-Oeste,43,masculino
Isabell,Sudeste,14,feminino
Isabella,Sudeste,22021,feminino
Isabelle,Sudeste,10679,feminino
Isabelli,Sudeste,2247,feminino
Isabelly,Sudeste,4789,feminino
Isabely,Sudeste,1218,feminino
Isabete,Sudeste,142,feminino
Isabeth,Sudeste,10,feminino
Isablla,Sudeste,11,feminino
Isac,Sudeste,13063,masculino
Isacc,Sudeste,35,masculino
Isack,Sudeste,170,masculino
Isadora,Sudeste,31349,feminino
Isael,Sudeste,2789,masculino
Isaela,Sudeste,83,feminino
Isaele,Nordeste,29,feminino
Isaella,Sudeste,19,feminino
Isaelma,Sudeste,10,feminino
Isaia,Sudeste,44,masculino
Isaiane,Nordeste,37,feminino
Isaias,Sudeste,28203,masculino
Isailda,Nordeste,41,feminino
Isailde,Sudeste,24,feminino
Isaildes,Nordeste,37,feminino
Isailton,Nordeste,16,masculino
Isair,Sul,170,provavelmente_masculino
Isaira,Sudeste,144,feminino
Isais,Sudeste,585,masculino
Isak,Sudeste,337,masculino
Isake,Sudeste,39,masculino
Isaki,Sudeste,18,masculino
Isako,Sudeste,11,desconhecido
Isaldete,Sudeste,10,feminino
Isaldina,Sudeste,16,feminino
Isaldo,Sudeste,17,masculino
Isalene,Sudeste,13,feminino
Isalete,Sul,39,feminino
Isalina,Sudeste,90,feminino
Isalino,Sudeste,14,masculino
Isalra,Sudeste,177,feminino
Isaltina,Sudeste,494,feminino
Isaltino,Sudeste,109,masculino
Isamar,Sudeste,104,provavelmente_feminino
Isamara,Sudeste,912,feminino
Isamo,Sudeste,20,masculino
Isamu,Sudeste,55,masculino
Isan,Norte,15,masculino
Isana,Nordeste,53,feminino
Isandra,Norte,17,feminino
Isane,Norte,12,feminino
Isaneide,Norte,13,feminino
Isanete,Sudeste,40,feminino
Isania,Sudeste,14,feminino
Isanilde,Nordeste,10,feminino
Isanio,Nordeste,27,masculino
Isao,Sudeste,98,masculino
Isaq,Sudeste,38,masculino
Isaque,Sudeste,12408,masculino
Isaquel,Sudeste,23,masculino
Isaqueu,Sudeste,12,masculino
Isaqui,Sudeste,46,masculino
Isaquiel,Nordeste,254,masculino
Isar,Sul,28,feminino
Isara,Sudeste,12,feminino
Isarael,Sudeste,12,masculino
Isarel,Sudeste,17,masculino
Isau,Nordeste,101,masculino
Isaulina,Nordeste,66,feminino
Isaulino,Sudeste,24,masculino
Isaura,Sudeste,15361,feminino
Isauri,Sudeste,44,feminino
Isaurina,Sudeste,87,feminino
Isaurino,Sudeste,16,masculino
Isauro,Sudeste,27,masculino
Isautina,Sudeste,38,feminino
Isbel,Sudeste,15,feminino
Isbela,Sudeste,98,feminino
Isbella,Sudeste,16,Indefinido
Iselda,Sudeste,13,feminino
Isequiel,Sudeste,30,masculino
Ises,Sudeste,92,feminino
Isete,Sudeste,77,feminino
Isi,Sudeste,11,feminino
Isiane,Nordeste,21,feminino
Isias,Sudeste,29,masculino
Isidio,Sudeste,60,masculino
Isidora,Sudeste,58,feminino
Isidoria,Nordeste,31,feminino
Isidorio,Nordeste,59,masculino
Isidoro,Sudeste,446,masculino
Isidro,Sudeste,107,masculino
Isilda,Sudeste,988,feminino
Isildinha,Sudeste,171,feminino
Isildo,Sudeste,15,masculino
Isis,Sudeste,7998,feminino
Isla,Nordeste,818,feminino
Islaine,Nordeste,627,feminino
Islair,Sul,42,feminino
Islam,Sudeste,10,masculino
Islan,Nordeste,665,masculino
Islana,Nordeste,121,feminino
Islander,Sudeste,14,masculino
Islandia,Nordeste,216,feminino
Islane,Nordeste,1843,feminino
Islani,Nordeste,30,feminino
Islania,Nordeste,284,feminino
Islany,Nordeste,11,feminino
Islayne,Nordeste,12,feminino
Islei,Sudeste,37,ambos
Isleide,Sudeste,67,feminino
Islene,Nordeste,184,feminino
Isley,Sudeste,46,ambos
Isma,Sudeste,32,provavelmente_feminino
Ismael,Sudeste,22402,masculino
Ismaelino,Norte,41,masculino
Ismail,Sudeste,155,masculino
Ismailda,Sudeste,13,feminino
Ismair,Sudeste,75,masculino
Ismal,Sudeste,21,masculino
Ismalia,Nordeste,31,feminino
Ismar,Sudeste,1513,masculino
Ismara,Nordeste,34,feminino
Ismario,Nordeste,11,masculino
Ismenia,Sudeste,628,feminino
Ismenio,Nordeste,22,masculino
Ismeralda,Sudeste,13,feminino
Ismeria,Sudeste,26,feminino
Ismim,Sudeste,11,feminino
Ismin,Sudeste,11,feminino
Isna,Sudeste,21,feminino
Isnael,Sudeste,10,masculino
Isnaia,Nordeste,33,Indefinido
Isnaldo,Sudeste,201,masculino
Isnar,Sudeste,72,masculino
Isnara,Nordeste,40,feminino
Isnard,Sudeste,53,masculino
Isnei,Sudeste,11,masculino
Isneide,Sudeste,11,feminino
Iso,Sudeste,12,desconhecido
Isoel,Sul,26,masculino
Isola,Sudeste,11,feminino
Isolda,Sul,629,feminino
Isolde,Sul,1931,feminino
Isoldi,Sul,53,feminino
Isoleide,Norte,10,feminino
Isolene,Sul,23,feminino
Isoleta,Sudeste,10,feminino
Isolete,Sul,1521,feminino
Isolina,Sudeste,1801,feminino
Isolino,Sudeste,30,masculino
Isomar,Norte,52,provavelmente_masculino
Isoneide,Sudeste,21,feminino
Isonete,Sudeste,29,feminino
Isouda,Nordeste,13,feminino
Israel,Sudeste,33430,masculino
Israela,Nordeste,43,feminino
Israele,Nordeste,76,feminino
Israeli,Nordeste,31,feminino
Israeline,Nordeste,16,feminino
Israelita,Sudeste,28,feminino
Isral,Sudeste,13,masculino
Isrrael,Sudeste,335,masculino
Issa,Sudeste,59,provavelmente_masculino
Issabela,Sudeste,46,feminino
Issac,Sudeste,252,masculino
Issaias,Sudeste,13,masculino
Issam,Sudeste,11,desconhecido
Issamo,Sudeste,14,masculino
Issamu,Sudeste,34,masculino
Issao,Sudeste,82,masculino
Issis,Sudeste,76,feminino
Istael,Sudeste,21,provavelmente_feminino
Istefane,Nordeste,17,feminino
Istefani,Sudeste,71,feminino
Istefany,Sudeste,14,feminino
Istela,Sudeste,33,feminino
Istenio,Nordeste,12,masculino
Ister,Sudeste,46,feminino
Istvan,Sudeste,20,desconhecido
Isva,Sudeste,15,feminino
Isvaldo,Sudeste,16,masculino
Isys,Sudeste,30,feminino
Ita,Sudeste,162,feminino
Itabajara,Nordeste,15,masculino
Itaci,Sudeste,98,ambos
Itacia,Nordeste,12,desconhecido
Itaciara,Norte,60,feminino
Itacir,Sul,1837,masculino
Itacira,Sudeste,24,feminino
Itacy,Sudeste,29,feminino
Itagiane,Sul,11,desconhecido
Itagiba,Sudeste,30,masculino
Itaiana,Nordeste,16,feminino
Itaiane,Nordeste,15,feminino
Itaiara,Nordeste,11,feminino
Itailson,Nordeste,16,desconhecido
Itainan,Nordeste,10,desconhecido
Itainara,Nordeste,27,feminino
Itair,Sudeste,29,masculino
Itajaci,Nordeste,14,feminino
Itajai,Nordeste,12,masculino
Itala,Nordeste,1839,feminino
Itali,Sudeste,24,ambos
Italia,Sudeste,263,feminino
Italina,Sudeste,28,feminino
Italivio,Centro-Oeste,14,desconhecido
Itallo,Sudeste,82,masculino
Italo,Nordeste,42364,masculino
Italu,Sudeste,19,masculino
Italva,Nordeste,25,feminino
Itama,Sudeste,11,masculino
Itamar,Sudeste,14306,masculino
Itamara,Nordeste,1299,feminino
Itamaraci,Nordeste,10,desconhecido
Itamir,Sudeste,44,masculino
Itamira,Sul,48,feminino
Itamires,Sudeste,18,feminino
Itan,Nordeste,16,masculino
Itana,Nordeste,816,feminino
Itanajara,Sul,36,feminino
Itanamara,Nordeste,11,desconhecido
Itanara,Nordeste,13,feminino
Itania,Nordeste,41,feminino
Itanildo,Nordeste,24,masculino
Itaraci,Nordeste,36,desconhecido
Itauana,Nordeste,22,feminino
Itauna,Norte,10,feminino
Itelvina,Norte,102,feminino
Itelvino,Norte,12,masculino
Ithalo,Sudeste,53,masculino
Itiana,Sul,10,feminino
Itiro,Sudeste,30,masculino
Ito,Sudeste,48,masculino
Itsuko,Sudeste,20,feminino
Itsuo,Sudeste,26,masculino
Iuca,Nordeste,11,feminino
Iuda,Sudeste,69,feminino
Iude,Sudeste,12,masculino
Iudete,Nordeste,21,feminino
Iudeu,Sudeste,10,masculino
Iudi,Sudeste,11,masculino
Iula,Sudeste,12,feminino
Iuli,Sudeste,11,provavelmente_feminino
Iulo,Nordeste,14,desconhecido
Iuma,Sudeste,33,feminino
Iumara,Nordeste,20,feminino
Iumi,Sudeste,12,feminino
Iuna,Nordeste,15,feminino
Iure,Nordeste,1673,masculino
Iuri,Sudeste,8821,masculino
Iury,Sudeste,2212,masculino
Iusa,Sudeste,11,feminino
Iuza,Sudeste,33,feminino
Iva,Sudeste,2475,feminino
Ivaci,Centro-Oeste,27,provavelmente_feminino
Ivacir,Sul,11,provavelmente_masculino
Ivai,Sudeste,34,masculino
Ivailda,Sudeste,10,feminino
Ivailde,Sudeste,12,feminino
Ivaildes,Centro-Oeste,10,desconhecido
Ivaildo,Sudeste,15,masculino
Ivailson,Norte,23,masculino
Ivailton,Norte,23,masculino
Ivaina,Norte,20,feminino
Ivair,Sudeste,3106,masculino
Ival,Norte,26,masculino
Ivalci,Sudeste,11,ambos
Ivalda,Sudeste,174,feminino
Ivaldete,Sudeste,115,feminino
Ivaldina,Norte,24,feminino
Ivaldino,Sul,24,masculino
Ivaldir,Nordeste,32,masculino
Ivaldo,Nordeste,5869,masculino
Ivalino,Sul,37,masculino
Ivalmir,Sudeste,13,masculino
Ivam,Sudeste,1055,masculino
Ivamar,Sudeste,45,masculino
Ivan,Sudeste,55048,masculino
Ivana,Sudeste,6712,feminino
Ivanaldo,Nordeste,1041,masculino
Ivanara,Nordeste,25,feminino
Ivanci,Norte,12,masculino
Ivanda,Sudeste,250,feminino
Ivandel,Sul,61,masculino
Ivander,Sudeste,10,masculino
Ivanderson,Sudeste,10,masculino
Ivandete,Sudeste,61,feminino
Ivandi,Sudeste,14,ambos
Ivandilson,Nordeste,12,masculino
Ivandina,Sul,49,feminino
Ivandir,Sudeste,59,masculino
Ivandira,Sudeste,11,feminino
Ivando,Sudeste,70,masculino
Ivandra,Sul,38,feminino
Ivandro,Sul,351,masculino
Ivane,Sudeste,303,Indefinido
Ivanei,Norte,172,provavelmente_masculino
Ivaneia,Norte,12,feminino
Ivaneide,Nordeste,6713,feminino
Ivanes,Sul,54,provavelmente_feminino
Ivanessa,Sudeste,14,feminino
Ivanet,Sudeste,21,feminino
Ivanete,Sudeste,11856,feminino
Ivaneti,Sudeste,59,feminino
Ivaney,Norte,29,masculino
Ivangela,Nordeste,11,feminino
Ivanhoe,Sul,11,masculino
Ivani,Sudeste,20605,feminino
Ivania,Sudeste,2980,feminino
Ivanice,Nordeste,2129,feminino
Ivanici,Sudeste,26,feminino
Ivanida,Sudeste,22,feminino
Ivanide,Sudeste,18,feminino
Ivanido,Sudeste,37,masculino
Ivaniel,Norte,26,masculino
Ivaniele,Nordeste,12,feminino
Ivanil,Sudeste,793,provavelmente_masculino
Ivanilce,Norte,250,feminino
Ivanilda,Nordeste,11263,feminino
Ivanilde,Sudeste,6338,feminino
Ivanildes,Nordeste,1141,feminino
Ivanildi,Sudeste,31,feminino
Ivanildo,Nordeste,30900,masculino
Ivanilsa,Sudeste,25,feminino
Ivanilse,Norte,34,feminino
Ivanilso,Sudeste,25,masculino
Ivanilsom,Sudeste,13,masculino
Ivanilson,Nordeste,4358,masculino
Ivanilto,Sudeste,31,masculino
Ivanilton,Nordeste,938,masculino
Ivanilza,Sudeste,163,feminino
Ivanio,Sul,123,masculino
Ivanir,Sul,9945,provavelmente_feminino
Ivanira,Sudeste,498,feminino
Ivanis,Sudeste,14,feminino
Ivanisa,Sudeste,34,feminino
Ivanise,Nordeste,1764,feminino
Ivanisia,Sudeste,14,feminino
Ivanisio,Nordeste,13,masculino
Ivanita,Sudeste,13,feminino
Ivaniza,Sudeste,34,feminino
Ivanize,Nordeste,682,feminino
Ivanizia,Sudeste,13,feminino
Ivanldo,Sudeste,13,masculino
Ivanna,Sudeste,11,feminino
Ivano,Sudeste,98,masculino
Ivanor,Sul,983,masculino
Ivanosca,Nordeste,18,feminino
Ivanusa,Sudeste,35,feminino
Ivanusia,Sudeste,12,feminino
Ivanuza,Sudeste,15,feminino
Ivany,Sudeste,497,feminino
Ivanyr,Sudeste,26,feminino
Ivao,Sudeste,10,desconhecido
Ivar,Sul,68,masculino
Ive,Sudeste,129,feminino
Iveira,Sudeste,51,ambos
Iveli,Sudeste,13,feminino
Iveline,Nordeste,17,feminino
Ivelise,Sudeste,84,feminino
Ivelize,Sudeste,21,feminino
Ivelta,Nordeste,17,feminino
Iven,Sudeste,28,provavelmente_masculino
Ivens,Sudeste,130,masculino
Iver,Sudeste,19,masculino
Iveraldo,Sudeste,26,masculino
Iverli,Sul,11,feminino
Iverson,Sul,194,masculino
Iverton,Nordeste,30,masculino
Ives,Nordeste,268,masculino
Ivete,Sudeste,15743,feminino
Iveti,Sudeste,85,feminino
Ivette,Sudeste,194,feminino
Ivi,Sudeste,195,feminino
Ivia,Nordeste,60,feminino
Iviane,Nordeste,26,feminino
Ivie,Sudeste,32,feminino
Ivila,Nordeste,27,feminino
Ivina,Nordeste,794,feminino
Ivine,Nordeste,20,feminino
Ivini,Nordeste,12,feminino
Ivis,Nordeste,204,provavelmente_masculino
Ivison,Nordeste,958,masculino
Ivisson,Nordeste,126,masculino
Ivna,Nordeste,345,feminino
Ivo,Sul,21773,masculino
Ivomar,Sudeste,81,masculino
Ivon,Sudeste,188,masculino
Ivonaldo,Nordeste,1168,masculino
Ivone,Sudeste,55129,feminino
Ivonede,Sudeste,17,feminino
Ivonei,Sul,1181,masculino
Ivoneide,Nordeste,5854,feminino
Ivonel,Sul,70,masculino
Ivonelia,Sudeste,13,feminino
Ivonet,Sudeste,45,feminino
Ivonete,Nordeste,23974,feminino
Ivoneti,Sudeste,124,feminino
Ivonette,Sudeste,15,feminino
Ivoneuda,Nordeste,10,desconhecido
Ivoney,Nordeste,16,masculino
Ivoni,Sul,1146,feminino
